Sensor Number,Time Index,Moment,Speed
0,12,5,0.5826526284217834
0,12,6,0.5146165490150452
0,12,7,0.47613146901130676
0,12,8,0.234225332736969
0,12,9,0.15411369502544403
0,12,10,0.4046592712402344
0,12,11,0.6383185386657715
0,13,0,0.4218400716781616
0,13,1,0.39366358518600464
0,13,2,0.31050828099250793
0,13,3,0.7125397324562073
0,13,4,0.5826526284217834
0,13,5,0.5146165490150452
0,13,6,0.47613146901130676
0,13,7,0.234225332736969
0,13,8,0.15411369502544403
0,13,9,0.4046592712402344
0,13,10,0.6383185386657715
0,13,11,0.3043231964111328
0,14,0,0.39366358518600464
0,14,1,0.31050828099250793
0,14,2,0.7125397324562073
0,14,3,0.5826526284217834
0,14,4,0.5146165490150452
0,14,5,0.47613146901130676
0,14,6,0.234225332736969
0,14,7,0.15411369502544403
0,14,8,0.4046592712402344
0,14,9,0.6383185386657715
0,14,10,0.3043231964111328
0,14,11,0.47750598192214966
0,15,0,0.31050828099250793
0,15,1,0.7125397324562073
0,15,2,0.5826526284217834
0,15,3,0.5146165490150452
0,15,4,0.47613146901130676
0,15,5,0.234225332736969
0,15,6,0.15411369502544403
0,15,7,0.4046592712402344
0,15,8,0.6383185386657715
0,15,9,0.3043231964111328
0,15,10,0.47750598192214966
0,15,11,0.31669339537620544
0,16,0,0.7125397324562073
0,16,1,0.5826526284217834
0,16,2,0.5146165490150452
0,16,3,0.47613146901130676
0,16,4,0.234225332736969
0,16,5,0.15411369502544403
0,16,6,0.4046592712402344
0,16,7,0.6383185386657715
0,16,8,0.3043231964111328
0,16,9,0.47750598192214966
0,16,10,0.31669339537620544
0,16,11,0.3723592758178711
0,17,0,0.5826526284217834
0,17,1,0.5146165490150452
0,17,2,0.47613146901130676
0,17,3,0.234225332736969
0,17,4,0.15411369502544403
0,17,5,0.4046592712402344
0,17,6,0.6383185386657715
0,17,7,0.3043231964111328
0,17,8,0.47750598192214966
0,17,9,0.31669339537620544
0,17,10,0.3723592758178711
0,17,11,0.32287847995758057
0,18,0,0.5146165490150452
0,18,1,0.47613146901130676
0,18,2,0.234225332736969
0,18,3,0.15411369502544403
0,18,4,0.4046592712402344
0,18,5,0.6383185386657715
0,18,6,0.3043231964111328
0,18,7,0.47750598192214966
0,18,8,0.31669339537620544
0,18,9,0.3723592758178711
0,18,10,0.32287847995758057
0,18,11,0.34761887788772583
0,19,0,0.47613146901130676
0,19,1,0.234225332736969
0,19,2,0.15411369502544403
0,19,3,0.4046592712402344
0,19,4,0.6383185386657715
0,19,5,0.3043231964111328
0,19,6,0.47750598192214966
0,19,7,0.31669339537620544
0,19,8,0.3723592758178711
0,19,9,0.32287847995758057
0,19,10,0.34761887788772583
0,19,11,0.2239169031381607
0,20,0,0.234225332736969
0,20,1,0.15411369502544403
0,20,2,0.4046592712402344
0,20,3,0.6383185386657715
0,20,4,0.3043231964111328
0,20,5,0.47750598192214966
0,20,6,0.31669339537620544
0,20,7,0.3723592758178711
0,20,8,0.32287847995758057
0,20,9,0.34761887788772583
0,20,10,0.2239169031381607
0,20,11,0.5146165490150452
0,21,0,0.15411369502544403
0,21,1,0.4046592712402344
0,21,2,0.6383185386657715
0,21,3,0.3043231964111328
0,21,4,0.47750598192214966
0,21,5,0.31669339537620544
0,21,6,0.3723592758178711
0,21,7,0.32287847995758057
0,21,8,0.34761887788772583
0,21,9,0.2239169031381607
0,21,10,0.5146165490150452
0,21,11,0.42802518606185913
0,22,0,0.4046592712402344
0,22,1,0.6383185386657715
0,22,2,0.3043231964111328
0,22,3,0.47750598192214966
0,22,4,0.31669339537620544
0,22,5,0.3723592758178711
0,22,6,0.32287847995758057
0,22,7,0.34761887788772583
0,22,8,0.2239169031381607
0,22,9,0.5146165490150452
0,22,10,0.42802518606185913
0,22,11,0.5421059727668762
0,23,0,0.6383185386657715
0,23,1,0.3043231964111328
0,23,2,0.47750598192214966
0,23,3,0.31669339537620544
0,23,4,0.3723592758178711
0,23,5,0.32287847995758057
0,23,6,0.34761887788772583
0,23,7,0.2239169031381607
0,23,8,0.5146165490150452
0,23,9,0.42802518606185913
0,23,10,0.5421059727668762
0,23,11,0.687799334526062
1,0,0,0.6630589365959167
1,0,1,0.44864222407341003
1,0,2,0.6630589365959167
1,0,3,0.5915867686271667
1,0,4,0.588837742805481
1,0,5,0.6135781407356262
1,0,6,0.39366358518600464
1,0,7,0.5084314346313477
1,0,8,0.3785443902015686
1,0,9,0.4156549870967865
1,0,10,0.5201146006584167
1,0,11,0.465135782957077
1,1,0,0.44864222407341003
1,1,1,0.6630589365959167
1,1,2,0.5915867686271667
1,1,3,0.588837742805481
1,1,4,0.6135781407356262
1,1,5,0.39366358518600464
1,1,6,0.5084314346313477
1,1,7,0.3785443902015686
1,1,8,0.4156549870967865
1,1,9,0.5201146006584167
1,1,10,0.465135782957077
1,1,11,0.6025824546813965
1,2,0,0.6630589365959167
1,2,1,0.5915867686271667
1,2,2,0.588837742805481
1,2,3,0.6135781407356262
1,2,4,0.39366358518600464
1,2,5,0.5084314346313477
1,2,6,0.3785443902015686
1,2,7,0.4156549870967865
1,2,8,0.5201146006584167
1,2,9,0.465135782957077
1,2,10,0.6025824546813965
1,2,11,0.700169563293457
1,3,0,0.5915867686271667
1,3,1,0.588837742805481
1,3,2,0.6135781407356262
1,3,3,0.39366358518600464
1,3,4,0.5084314346313477
1,3,5,0.3785443902015686
1,3,6,0.4156549870967865
1,3,7,0.5201146006584167
1,3,8,0.465135782957077
1,3,9,0.6025824546813965
1,3,10,0.700169563293457
1,3,11,0.5750930309295654
1,4,0,0.588837742805481
1,4,1,0.6135781407356262
1,4,2,0.39366358518600464
1,4,3,0.5084314346313477
1,4,4,0.3785443902015686
1,4,5,0.4156549870967865
1,4,6,0.5201146006584167
1,4,7,0.465135782957077
1,4,8,0.6025824546813965
1,4,9,0.700169563293457
1,4,10,0.5750930309295654
1,4,11,0.5208016633987427
1,5,0,0.6135781407356262
1,5,1,0.39366358518600464
1,5,2,0.5084314346313477
1,5,3,0.3785443902015686
1,5,4,0.4156549870967865
1,5,5,0.5201146006584167
1,5,6,0.465135782957077
1,5,7,0.6025824546813965
1,5,8,0.700169563293457
1,5,9,0.5750930309295654
1,5,10,0.5208016633987427
1,5,11,0.6080800890922546
1,6,0,0.39366358518600464
1,6,1,0.5084314346313477
1,6,2,0.3785443902015686
1,6,3,0.4156549870967865
1,6,4,0.5201146006584167
1,6,5,0.465135782957077
1,6,6,0.6025824546813965
1,6,7,0.700169563293457
1,6,8,0.5750930309295654
1,6,9,0.5208016633987427
1,6,10,0.6080800890922546
1,6,11,0.5084314346313477
1,7,0,0.5084314346313477
1,7,1,0.3785443902015686
1,7,2,0.4156549870967865
1,7,3,0.5201146006584167
1,7,4,0.465135782957077
1,7,5,0.6025824546813965
1,7,6,0.700169563293457
1,7,7,0.5750930309295654
1,7,8,0.5208016633987427
1,7,9,0.6080800890922546
1,7,10,0.5084314346313477
1,7,11,0.5764675736427307
1,8,0,0.3785443902015686
1,8,1,0.4156549870967865
1,8,2,0.5201146006584167
1,8,3,0.465135782957077
1,8,4,0.6025824546813965
1,8,5,0.700169563293457
1,8,6,0.5750930309295654
1,8,7,0.5208016633987427
1,8,8,0.6080800890922546
1,8,9,0.5084314346313477
1,8,10,0.5764675736427307
1,8,11,0.44864222407341003
1,9,0,0.4156549870967865
1,9,1,0.5201146006584167
1,9,2,0.465135782957077
1,9,3,0.6025824546813965
1,9,4,0.700169563293457
1,9,5,0.5750930309295654
1,9,6,0.5208016633987427
1,9,7,0.6080800890922546
1,9,8,0.5084314346313477
1,9,9,0.5764675736427307
1,9,10,0.44864222407341003
1,9,11,0.4871271550655365
1,10,0,0.5201146006584167
1,10,1,0.465135782957077
1,10,2,0.6025824546813965
1,10,3,0.700169563293457
1,10,4,0.5750930309295654
1,10,5,0.5208016633987427
1,10,6,0.6080800890922546
1,10,7,0.5084314346313477
1,10,8,0.5764675736427307
1,10,9,0.44864222407341003
1,10,10,0.4871271550655365
1,10,11,0.5782346725463867
1,11,0,0.465135782957077
1,11,1,0.6025824546813965
1,11,2,0.700169563293457
1,11,3,0.5750930309295654
1,11,4,0.5208016633987427
1,11,5,0.6080800890922546
1,11,6,0.5084314346313477
1,11,7,0.5764675736427307
1,11,8,0.44864222407341003
1,11,9,0.4871271550655365
1,11,10,0.5782346725463867
1,11,11,0.6685569882392883
1,12,0,0.6025824546813965
1,12,1,0.700169563293457
1,12,2,0.5750930309295654
1,12,3,0.5208016633987427
1,12,4,0.6080800890922546
1,12,5,0.5084314346313477
1,12,6,0.5764675736427307
1,12,7,0.44864222407341003
1,12,8,0.4871271550655365
1,12,9,0.5782346725463867
1,12,10,0.6685569882392883
1,12,11,0.5579122304916382
1,13,0,0.700169563293457
1,13,1,0.5750930309295654
1,13,2,0.5208016633987427
1,13,3,0.6080800890922546
1,13,4,0.5084314346313477
1,13,5,0.5764675736427307
1,13,6,0.44864222407341003
1,13,7,0.4871271550655365
1,13,8,0.5782346725463867
1,13,9,0.6685569882392883
1,13,10,0.5579122304916382
1,13,11,0.7620205283164978
1,14,0,0.5750930309295654
1,14,1,0.5208016633987427
1,14,2,0.6080800890922546
1,14,3,0.5084314346313477
1,14,4,0.5764675736427307
1,14,5,0.44864222407341003
1,14,6,0.4871271550655365
1,14,7,0.5782346725463867
1,14,8,0.6685569882392883
1,14,9,0.5579122304916382
1,14,10,0.7620205283164978
1,14,11,0.4836910665035248
1,15,0,0.5208016633987427
1,15,1,0.6080800890922546
1,15,2,0.5084314346313477
1,15,3,0.5764675736427307
1,15,4,0.44864222407341003
1,15,5,0.4871271550655365
1,15,6,0.5782346725463867
1,15,7,0.6685569882392883
1,15,8,0.5579122304916382
1,15,9,0.7620205283164978
1,15,10,0.4836910665035248
1,15,11,0.6080800890922546
1,16,0,0.6080800890922546
1,16,1,0.5084314346313477
1,16,2,0.5764675736427307
1,16,3,0.44864222407341003
1,16,4,0.4871271550655365
1,16,5,0.5782346725463867
1,16,6,0.6685569882392883
1,16,7,0.5579122304916382
1,16,8,0.7620205283164978
1,16,9,0.4836910665035248
1,16,10,0.6080800890922546
1,16,11,0.7125397324562073
1,17,0,0.5084314346313477
1,17,1,0.5764675736427307
1,17,2,0.44864222407341003
1,17,3,0.4871271550655365
1,17,4,0.5782346725463867
1,17,5,0.6685569882392883
1,17,6,0.5579122304916382
1,17,7,0.7620205283164978
1,17,8,0.4836910665035248
1,17,9,0.6080800890922546
1,17,10,0.7125397324562073
1,17,11,0.6259483695030212
1,18,0,0.5764675736427307
1,18,1,0.44864222407341003
1,18,2,0.4871271550655365
1,18,3,0.5782346725463867
1,18,4,0.6685569882392883
1,18,5,0.5579122304916382
1,18,6,0.7620205283164978
1,18,7,0.4836910665035248
1,18,8,0.6080800890922546
1,18,9,0.7125397324562073
1,18,10,0.6259483695030212
1,18,11,0.6630589365959167
1,19,0,0.44864222407341003
1,19,1,0.4871271550655365
1,19,2,0.5782346725463867
1,19,3,0.6685569882392883
1,19,4,0.5579122304916382
1,19,5,0.7620205283164978
1,19,6,0.4836910665035248
1,19,7,0.6080800890922546
1,19,8,0.7125397324562073
1,19,9,0.6259483695030212
1,19,10,0.6630589365959167
1,19,11,0.43421027064323425
1,20,0,0.4871271550655365
1,20,1,0.5782346725463867
1,20,2,0.6685569882392883
1,20,3,0.5579122304916382
1,20,4,0.7620205283164978
1,20,5,0.4836910665035248
1,20,6,0.6080800890922546
1,20,7,0.7125397324562073
1,20,8,0.6259483695030212
1,20,9,0.6630589365959167
1,20,10,0.43421027064323425
1,20,11,0.5476036071777344
1,21,0,0.5782346725463867
1,21,1,0.6685569882392883
1,21,2,0.5579122304916382
1,21,3,0.7620205283164978
1,21,4,0.4836910665035248
1,21,5,0.6080800890922546
1,21,6,0.7125397324562073
1,21,7,0.6259483695030212
1,21,8,0.6630589365959167
1,21,9,0.43421027064323425
1,21,10,0.5476036071777344
1,21,11,0.5269867777824402
1,22,0,0.6685569882392883
1,22,1,0.5579122304916382
1,22,2,0.7620205283164978
1,22,3,0.4836910665035248
1,22,4,0.6080800890922546
1,22,5,0.7125397324562073
1,22,6,0.6259483695030212
1,22,7,0.6630589365959167
1,22,8,0.43421027064323425
1,22,9,0.5476036071777344
1,22,10,0.5269867777824402
1,22,11,0.4926251769065857
1,23,0,0.5579122304916382
1,23,1,0.7620205283164978
1,23,2,0.4836910665035248
1,23,3,0.6080800890922546
1,23,4,0.7125397324562073
1,23,5,0.6259483695030212
1,23,6,0.6630589365959167
1,23,7,0.43421027064323425
1,23,8,0.5476036071777344
1,23,9,0.5269867777824402
1,23,10,0.4926251769065857
1,23,11,0.44039538502693176
2,0,0,0.24247220158576965
2,0,1,0.6025824546813965
2,0,2,0.06928941607475281
2,0,3,0.7180377840995789
2,0,4,0.35380399227142334
2,0,5,0.723535418510437
2,0,6,0.7180377840995789
2,0,7,0.5826526284217834
2,0,8,0.35380399227142334
2,0,9,0.4218400716781616
2,0,10,0.5311102867126465
2,0,11,0.7620205283164978
2,1,0,0.6025824546813965
2,1,1,0.06928941607475281
2,1,2,0.7180377840995789
2,1,3,0.35380399227142334
2,1,4,0.723535418510437
2,1,5,0.7180377840995789
2,1,6,0.5826526284217834
2,1,7,0.35380399227142334
2,1,8,0.4218400716781616
2,1,9,0.5311102867126465
2,1,10,0.7620205283164978
2,1,11,0.5311102867126465
2,2,0,0.06928941607475281
2,2,1,0.7180377840995789
2,2,2,0.35380399227142334
2,2,3,0.723535418510437
2,2,4,0.7180377840995789
2,2,5,0.5826526284217834
2,2,6,0.35380399227142334
2,2,7,0.4218400716781616
2,2,8,0.5311102867126465
2,2,9,0.7620205283164978
2,2,10,0.5311102867126465
2,2,11,0.47132086753845215
2,3,0,0.7180377840995789
2,3,1,0.35380399227142334
2,3,2,0.723535418510437
2,3,3,0.7180377840995789
2,3,4,0.5826526284217834
2,3,5,0.35380399227142334
2,3,6,0.4218400716781616
2,3,7,0.5311102867126465
2,3,8,0.7620205283164978
2,3,9,0.5311102867126465
2,3,10,0.47132086753845215
2,3,11,0.6190761923789978
2,4,0,0.35380399227142334
2,4,1,0.723535418510437
2,4,2,0.7180377840995789
2,4,3,0.5826526284217834
2,4,4,0.35380399227142334
2,4,5,0.4218400716781616
2,4,6,0.5311102867126465
2,4,7,0.7620205283164978
2,4,8,0.5311102867126465
2,4,9,0.47132086753845215
2,4,10,0.6190761923789978
2,4,11,0.6754291653633118
2,5,0,0.723535418510437
2,5,1,0.7180377840995789
2,5,2,0.5826526284217834
2,5,3,0.35380399227142334
2,5,4,0.4218400716781616
2,5,5,0.5311102867126465
2,5,6,0.7620205283164978
2,5,7,0.5311102867126465
2,5,8,0.47132086753845215
2,5,9,0.6190761923789978
2,5,10,0.6754291653633118
2,5,11,0.5146165490150452
2,6,0,0.7180377840995789
2,6,1,0.5826526284217834
2,6,2,0.35380399227142334
2,6,3,0.4218400716781616
2,6,4,0.5311102867126465
2,6,5,0.7620205283164978
2,6,6,0.5311102867126465
2,6,7,0.47132086753845215
2,6,8,0.6190761923789978
2,6,9,0.6754291653633118
2,6,10,0.5146165490150452
2,6,11,0.5393569469451904
2,7,0,0.5826526284217834
2,7,1,0.35380399227142334
2,7,2,0.4218400716781616
2,7,3,0.5311102867126465
2,7,4,0.7620205283164978
2,7,5,0.5311102867126465
2,7,6,0.47132086753845215
2,7,7,0.6190761923789978
2,7,8,0.6754291653633118
2,7,9,0.5146165490150452
2,7,10,0.5393569469451904
2,7,11,0.35380399227142334
2,8,0,0.35380399227142334
2,8,1,0.4218400716781616
2,8,2,0.5311102867126465
2,8,3,0.7620205283164978
2,8,4,0.5311102867126465
2,8,5,0.47132086753845215
2,8,6,0.6190761923789978
2,8,7,0.6754291653633118
2,8,8,0.5146165490150452
2,8,9,0.5393569469451904
2,8,10,0.35380399227142334
2,8,11,0.30019986629486084
2,9,0,0.4218400716781616
2,9,1,0.5311102867126465
2,9,2,0.7620205283164978
2,9,3,0.5311102867126465
2,9,4,0.47132086753845215
2,9,5,0.6190761923789978
2,9,6,0.6754291653633118
2,9,7,0.5146165490150452
2,9,8,0.5393569469451904
2,9,9,0.35380399227142334
2,9,10,0.30019986629486084
2,9,11,0.6135781407356262
2,10,0,0.5311102867126465
2,10,1,0.7620205283164978
2,10,2,0.5311102867126465
2,10,3,0.47132086753845215
2,10,4,0.6190761923789978
2,10,5,0.6754291653633118
2,10,6,0.5146165490150452
2,10,7,0.5393569469451904
2,10,8,0.35380399227142334
2,10,9,0.30019986629486084
2,10,10,0.6135781407356262
2,10,11,0.43686094880104065
2,11,0,0.7620205283164978
2,11,1,0.5311102867126465
2,11,2,0.47132086753845215
2,11,3,0.6190761923789978
2,11,4,0.6754291653633118
2,11,5,0.5146165490150452
2,11,6,0.5393569469451904
2,11,7,0.35380399227142334
2,11,8,0.30019986629486084
2,11,9,0.6135781407356262
2,11,10,0.43686094880104065
2,11,11,0.5750930309295654
2,12,0,0.5311102867126465
2,12,1,0.47132086753845215
2,12,2,0.6190761923789978
2,12,3,0.6754291653633118
2,12,4,0.5146165490150452
2,12,5,0.5393569469451904
2,12,6,0.35380399227142334
2,12,7,0.30019986629486084
2,12,8,0.6135781407356262
2,12,9,0.43686094880104065
2,12,10,0.5750930309295654
2,12,11,0.632133424282074
2,13,0,0.47132086753845215
2,13,1,0.6190761923789978
2,13,2,0.6754291653633118
2,13,3,0.5146165490150452
2,13,4,0.5393569469451904
2,13,5,0.35380399227142334
2,13,6,0.30019986629486084
2,13,7,0.6135781407356262
2,13,8,0.43686094880104065
2,13,9,0.5750930309295654
2,13,10,0.632133424282074
2,13,11,0.7063546180725098
2,14,0,0.6190761923789978
2,14,1,0.6754291653633118
2,14,2,0.5146165490150452
2,14,3,0.5393569469451904
2,14,4,0.35380399227142334
2,14,5,0.30019986629486084
2,14,6,0.6135781407356262
2,14,7,0.43686094880104065
2,14,8,0.5750930309295654
2,14,9,0.632133424282074
2,14,10,0.7063546180725098
2,14,11,0.4960612654685974
2,15,0,0.6754291653633118
2,15,1,0.5146165490150452
2,15,2,0.5393569469451904
2,15,3,0.35380399227142334
2,15,4,0.30019986629486084
2,15,5,0.6135781407356262
2,15,6,0.43686094880104065
2,15,7,0.5750930309295654
2,15,8,0.632133424282074
2,15,9,0.7063546180725098
2,15,10,0.4960612654685974
2,15,11,0.5476036071777344
2,16,0,0.5146165490150452
2,16,1,0.5393569469451904
2,16,2,0.35380399227142334
2,16,3,0.30019986629486084
2,16,4,0.6135781407356262
2,16,5,0.43686094880104065
2,16,6,0.5750930309295654
2,16,7,0.632133424282074
2,16,8,0.7063546180725098
2,16,9,0.4960612654685974
2,16,10,0.5476036071777344
2,16,11,0.32287847995758057
2,17,0,0.5393569469451904
2,17,1,0.35380399227142334
2,17,2,0.30019986629486084
2,17,3,0.6135781407356262
2,17,4,0.43686094880104065
2,17,5,0.5750930309295654
2,17,6,0.632133424282074
2,17,7,0.7063546180725098
2,17,8,0.4960612654685974
2,17,9,0.5476036071777344
2,17,10,0.32287847995758057
2,17,11,0.7063546180725098
2,18,0,0.35380399227142334
2,18,1,0.30019986629486084
2,18,2,0.6135781407356262
2,18,3,0.43686094880104065
2,18,4,0.5750930309295654
2,18,5,0.632133424282074
2,18,6,0.7063546180725098
2,18,7,0.4960612654685974
2,18,8,0.5476036071777344
2,18,9,0.32287847995758057
2,18,10,0.7063546180725098
2,18,11,0.23628710210323334
2,19,0,0.30019986629486084
2,19,1,0.6135781407356262
2,19,2,0.43686094880104065
2,19,3,0.5750930309295654
2,19,4,0.632133424282074
2,19,5,0.7063546180725098
2,19,6,0.4960612654685974
2,19,7,0.5476036071777344
2,19,8,0.32287847995758057
2,19,9,0.7063546180725098
2,19,10,0.23628710210323334
2,19,11,0.5826526284217834
2,20,0,0.6135781407356262
2,20,1,0.43686094880104065
2,20,2,0.5750930309295654
2,20,3,0.632133424282074
2,20,4,0.7063546180725098
2,20,5,0.4960612654685974
2,20,6,0.5476036071777344
2,20,7,0.32287847995758057
2,20,8,0.7063546180725098
2,20,9,0.23628710210323334
2,20,10,0.5826526284217834
2,20,11,0.580591082572937
2,21,0,0.43686094880104065
2,21,1,0.5750930309295654
2,21,2,0.632133424282074
2,21,3,0.7063546180725098
2,21,4,0.4960612654685974
2,21,5,0.5476036071777344
2,21,6,0.32287847995758057
2,21,7,0.7063546180725098
2,21,8,0.23628710210323334
2,21,9,0.5826526284217834
2,21,10,0.580591082572937
2,21,11,0.7125397324562073
2,22,0,0.5750930309295654
2,22,1,0.632133424282074
2,22,2,0.7063546180725098
2,22,3,0.4960612654685974
2,22,4,0.5476036071777344
2,22,5,0.32287847995758057
2,22,6,0.7063546180725098
2,22,7,0.23628710210323334
2,22,8,0.5826526284217834
2,22,9,0.580591082572937
2,22,10,0.7125397324562073
2,22,11,0.6685569882392883
2,23,0,0.632133424282074
2,23,1,0.7063546180725098
2,23,2,0.4960612654685974
2,23,3,0.5476036071777344
2,23,4,0.32287847995758057
2,23,5,0.7063546180725098
2,23,6,0.23628710210323334
2,23,7,0.5826526284217834
2,23,8,0.580591082572937
2,23,9,0.7125397324562073
2,23,10,0.6685569882392883
2,23,11,0.7682056427001953
3,0,0,0.42802518606185913
3,0,1,0.3056977093219757
3,0,2,0.27339768409729004
3,0,3,0.3111955523490906
3,0,4,0.1806212067604065
3,0,5,0.553101658821106
3,0,6,0.2012382596731186
3,0,7,0.3290635943412781
3,0,8,0.3847294747829437
3,0,9,0.28576788306236267
3,0,10,0.3111955523490906
3,0,11,0.2610274851322174
3,1,0,0.3056977093219757
3,1,1,0.27339768409729004
3,1,2,0.3111955523490906
3,1,3,0.1806212067604065
3,1,4,0.553101658821106
3,1,5,0.2012382596731186
3,1,6,0.3290635943412781
3,1,7,0.3847294747829437
3,1,8,0.28576788306236267
3,1,9,0.3111955523490906
3,1,10,0.2610274851322174
3,1,11,0.3386847674846649
3,2,0,0.27339768409729004
3,2,1,0.3111955523490906
3,2,2,0.1806212067604065
3,2,3,0.553101658821106
3,2,4,0.2012382596731186
3,2,5,0.3290635943412781
3,2,6,0.3847294747829437
3,2,7,0.28576788306236267
3,2,8,0.3111955523490906
3,2,9,0.2610274851322174
3,2,10,0.3386847674846649
3,2,11,0.31050828099250793
3,3,0,0.3111955523490906
3,3,1,0.1806212067604065
3,3,2,0.553101658821106
3,3,3,0.2012382596731186
3,3,4,0.3290635943412781
3,3,5,0.3847294747829437
3,3,6,0.28576788306236267
3,3,7,0.3111955523490906
3,3,8,0.2610274851322174
3,3,9,0.3386847674846649
3,3,10,0.31050828099250793
3,3,11,0.2562169134616852
3,4,0,0.1806212067604065
3,4,1,0.553101658821106
3,4,2,0.2012382596731186
3,4,3,0.3290635943412781
3,4,4,0.3847294747829437
3,4,5,0.28576788306236267
3,4,6,0.3111955523490906
3,4,7,0.2610274851322174
3,4,8,0.3386847674846649
3,4,9,0.31050828099250793
3,4,10,0.2562169134616852
3,4,11,0.4836910665035248
3,5,0,0.553101658821106
3,5,1,0.2012382596731186
3,5,2,0.3290635943412781
3,5,3,0.3847294747829437
3,5,4,0.28576788306236267
3,5,5,0.3111955523490906
3,5,6,0.2610274851322174
3,5,7,0.3386847674846649
3,5,8,0.31050828099250793
3,5,9,0.2562169134616852
